Numero de aluno;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (Dropout);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (Dropout);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP
20997;Single;Over 23 years old;1;14;Daytime;1;1;13;14;4;4;No;Yes;No;1;Male;1;30;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79
70227;Divorced;Over 23 years old;1;11;Daytime;1;1;22;14;10;10;Yes;No;No;1;Male;0;44;0;0;6;6;6;12.666666666666666;0;0;6;6;6;11.5;0;12.4;0.5;1.79
30804;Single;3rd phase—general contingent;1;12;Daytime;1;1;13;3;5;10;No;No;No;1;Male;0;19;0;0;8;8;7;13.614285714285714;0;0;8;8;7;13.614285714285714;0;12.7;3.7;-1.7
30779;Single; Technological specialization diploma holders;1;8;Daytime;14;1;2;1;4;7;Yes;No;No;1;Male;0;22;0;11;18;32;12;12.857142857142858;1;8;12;15;10;14.3;0;16.2;0.3;-0.92
45052;Single;1st phase—general contingent;1;8;Daytime;1;1;3;3;2;3;No;No;No;1;Male;0;18;0;0;5;7;4;14.0;0;0;5;5;5;14.2;0;7.6;2.6;0.32
5738;Single;2nd phase—general contingent;1;14;Daytime;1;1;22;27;10;10;Yes;No;No;1;Male;1;21;0;0;6;8;4;14.75;0;0;6;6;5;11.8;0;12.7;3.7;-1.7
83320;Single;1st phase—general contingent;2;6;Daytime;1;1;22;14;12;12;No;No;No;1;Male;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;7.6;2.6;0.32
18461;Single;2nd phase—general contingent;4;14;Daytime;1;1;3;1;3;4;Yes;No;No;1;Male;0;18;0;0;6;8;6;13.625;0;0;6;7;6;14.285714285714286;0;11.1;0.6;2.02
27302;Single;1st phase—general contingent;1;2;Daytime;1;1;1;1;5;4;No;No;No;1;Male;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32
15472;Single; Technological specialization diploma holders;1;4;Daytime;14;1;1;28;7;7;Yes;No;No;1;Male;0;21;0;0;6;12;4;11.8;0;0;6;11;4;11.875;0;16.2;0.3;-0.92
93874;Single;Over 23 years old;1;4;Daytime;1;1;3;3;3;3;No;No;No;1;Male;0;31;0;0;6;8;6;15.125;0;0;6;10;6;14.6;0;16.2;0.3;-0.92
54393;Single;2nd phase—general contingent;5;11;Daytime;1;1;1;1;3;4;Yes;No;No;1;Male;0;21;0;0;6;10;4;11.5;0;0;6;10;2;10.5;0;9.4;-0.8;-3.12
13655;Single;Over 23 years old;1;7;Daytime;1;1;13;14;10;8;No;No;Yes;1;Male;0;24;0;0;5;12;1;10.0;0;0;5;11;1;11.0;0;8.9;1.4;3.51
61306;Single;Transfer;1;15;Daytime;1;1;13;6;5;4;No;No;No;1;Male;0;27;0;0;4;8;0;0.0;0;0;5;10;0;0.0;0;9.4;-0.8;-3.12
67350;Single;1st phase—general contingent;5;9;Daytime;1;1;13;14;10;10;Yes;No;No;1;Male;0;20;0;0;5;9;3;10.333333333333334;0;0;5;6;5;12.8;0;12.4;0.5;1.79
79160;Single; Technological specialization diploma holders;1;7;Daytime;14;1;1;14;5;6;Yes;No;No;1;Male;0;22;0;0;5;9;0;0.0;0;0;5;6;2;11.666666666666666;0;10.8;1.4;1.74
87351;Single;1st phase—general contingent;1;4;Daytime;1;1;13;14;10;10;No;No;No;1;Male;1;19;0;0;6;9;4;12.0;2;0;6;10;4;12.5;0;15.5;2.8;-4.06
72171;Single;3rd phase—general contingent;1;15;Daytime;1;1;1;1;5;8;Yes;No;No;1;Male;0;19;0;0;6;6;6;13.833333333333334;0;0;6;6;6;14.5;0;8.9;1.4;3.51
26809;Single;1st phase—general contingent;1;2;Daytime;1;1;1;1;8;5;Yes;No;Yes;1;Male;0;23;0;13;17;19;13;12.153846153846152;0;10;17;28;11;11.909090909090908;1;11.1;0.6;2.02
18384;Single;2nd phase—general contingent;1;8;Daytime;1;1;10;10;3;9;Yes;No;No;1;Male;0;18;0;0;6;7;6;14.0;0;0;6;8;6;13.666666666666666;0;12.4;0.5;1.79
78287;Single;1st phase—general contingent;1;15;Daytime;1;1;3;2;5;7;Yes;No;No;0;Male;0;29;0;0;6;8;6;16.5;0;0;6;6;5;13.8;0;11.1;0.6;2.02
66964;Single;Over 23 years old;1;8;Daytime;1;1;1;14;5;6;Yes;No;No;1;Male;0;29;0;0;5;11;1;18.0;2;0;5;10;3;13.333333333333334;2;10.8;1.4;1.74
54640;Single; Technological specialization diploma holders;1;4;Daytime;1;1;1;1;5;6;No;No;No;1;Male;0;20;0;0;6;11;6;11.285714285714286;0;0;6;12;5;11.77777777777778;0;16.2;0.3;-0.92
9998;Single;1st phase—general contingent;5;2;Daytime;1;1;13;3;10;3;Yes;No;No;1;Male;1;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12
12595;Single;2nd phase—general contingent;3;2;Daytime;1;1;3;29;3;6;Yes;Yes;No;1;Male;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74
1146;Single;1st phase—general contingent;2;14;Daytime;1;1;3;1;4;6;Yes;No;No;1;Male;0;20;0;0;6;10;5;14.0;0;0;6;10;6;12.0;0;11.1;0.6;2.02
12693;Single;Over 23 years old;1;8;Daytime;1;1;13;14;10;6;Yes;No;No;1;Male;0;24;0;0;5;13;4;13.75;1;0;5;9;3;12.0;0;9.4;-0.8;-3.12
33279;Single;1st phase—general contingent;1;14;Daytime;1;1;22;27;6;9;No;No;No;0;Male;0;21;0;0;6;9;4;13.25;0;0;6;6;5;11.0;0;12.7;3.7;-1.7
81083;Single;Over 23 years old;1;9;Daytime;1;1;22;1;8;4;No;No;No;1;Male;1;25;0;0;5;7;4;14.25;0;0;5;7;4;14.75;0;12.7;3.7;-1.7
62307;Single;Over 23 years old;1;9;Daytime;1;1;22;27;10;10;No;No;No;0;Male;0;32;0;0;5;9;0;0.0;1;0;5;5;0;0.0;0;9.4;-0.8;-3.12
85514;Single;Change in course;1;17;Evening;1;1;3;4;3;3;No;No;No;0;Male;0;26;0;8;12;12;8;11.25;0;3;8;8;3;11.333333333333334;0;7.6;2.6;0.32
46111;Single;1st phase—general contingent;1;8;Daytime;1;1;2;27;10;8;Yes;No;No;1;Male;1;18;0;0;6;7;6;13.5;0;0;6;8;6;12.5;0;12.4;0.5;1.79
46646;Single;2nd phase—general contingent;1;11;Daytime;1;1;1;14;5;8;No;No;No;1;Male;1;19;0;0;6;8;5;12.666666666666666;0;0;6;10;6;12.857142857142858;0;16.2;0.3;-0.92
36734;Single;1st phase—general contingent;3;5;Daytime;1;1;13;28;6;8;Yes;No;No;1;Male;1;19;0;0;6;6;6;15.166666666666666;0;0;6;6;6;12.333333333333334;0;12.4;0.5;1.79
44131;Single;Holders of other higher courses;1;7;Daytime;15;1;1;1;5;5;No;No;No;1;Male;0;27;0;4;6;6;6;13.166666666666666;0;2;5;7;5;15.142857142857142;0;11.1;0.6;2.02
48550;Single;Short cycle diploma holders;1;4;Daytime;1;1;13;1;10;10;No;No;Yes;1;Male;0;21;0;7;12;20;10;11.8;0;5;12;15;9;11.444444444444445;0;8.9;1.4;3.51
56673;Single;2nd phase—general contingent;1;7;Daytime;1;1;13;1;5;6;No;No;No;1;Male;0;20;0;0;5;10;4;11.5;0;0;5;11;0;0.0;0;13.9;-0.3;0.79
27274;Single; Technological specialization diploma holders;1;5;Daytime;14;1;13;28;5;1;Yes;No;No;1;Male;0;21;0;0;6;6;6;14.5;0;0;6;8;6;11.333333333333334;0;12.4;0.5;1.79
90125;Single;1st phase—general contingent;5;15;Daytime;1;1;22;3;6;3;Yes;No;No;1;Male;0;22;0;0;6;10;5;13.4;0;0;6;12;3;10.666666666666666;0;9.4;-0.8;-3.12
96411;Single;1st phase—general contingent;1;2;Daytime;1;1;1;28;6;8;Yes;No;Yes;0;Male;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7
91512;Single;2nd phase—general contingent;4;9;Daytime;1;1;23;14;6;6;Yes;No;No;1;Male;1;18;0;0;5;8;4;10.8;0;0;5;10;2;12.5;0;11.1;0.6;2.02
86271;Single;Over 23 years old;2;10;Daytime;1;1;13;1;6;6;No;No;No;1;Male;0;28;0;0;5;6;0;0.0;0;0;5;5;0;0.0;0;13.9;-0.3;0.79
84004;Married;Over 23 years old;1;4;Daytime;1;1;1;27;10;2;No;No;Yes;0;Male;0;25;0;3;10;23;6;11.428571428571429;0;2;7;15;4;12.0;1;15.5;2.8;-4.06
58429;Single;Change in course;1;4;Daytime;1;1;22;1;6;5;No;No;No;1;Male;0;25;0;8;14;24;8;12.5;2;6;13;23;10;11.6;0;15.5;2.8;-4.06
68717;Single;1st phase—general contingent;1;9;Daytime;1;1;23;14;10;6;No;No;No;1;Male;0;18;0;0;5;11;2;13.5;0;0;5;11;3;12.333333333333334;0;8.9;1.4;3.51
98166;Single;1st phase—general contingent;1;11;Daytime;1;1;4;14;5;6;No;No;No;1;Male;0;26;0;0;6;6;0;0.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74
87436;Single;2nd phase—general contingent;3;9;Daytime;1;1;22;27;7;6;Yes;No;No;1;Male;1;18;0;0;5;8;5;12.75;0;0;5;7;5;11.5;0;13.9;-0.3;0.79
14399;Single;Change in course;1;15;Daytime;1;1;13;28;10;8;Yes;No;No;1;Male;0;22;0;0;6;17;3;11.333333333333334;3;0;6;14;3;12.333333333333334;0;15.5;2.8;-4.06
15916;Single;Over 23 years old;1;4;Daytime;1;1;1;3;5;6;No;No;No;1;Male;0;25;0;0;6;8;0;0.0;0;0;6;10;0;0.0;0;16.2;0.3;-0.92
33122;Single;1st phase—general contingent;2;15;Daytime;1;1;3;1;5;5;Yes;No;No;1;Male;0;19;0;0;6;9;5;11.4;0;0;6;13;5;12.4;0;8.9;1.4;3.51
13626;Single;2nd phase—general contingent;2;15;Daytime;1;1;3;14;3;4;Yes;No;No;1;Male;0;19;0;0;6;7;6;14.428571428571429;0;0;6;7;6;14.571428571428571;0;13.9;-0.3;0.79
34397;Single;2nd phase—general contingent;1;12;Daytime;1;1;1;1;6;6;No;No;No;1;Male;0;19;0;0;7;9;7;12.492857142857144;0;0;8;10;8;11.7125;0;16.2;0.3;-0.92
22290;Divorced;Over 23 years old;1;3;Evening;12;1;1;27;10;2;No;No;No;1;Male;0;45;0;2;8;10;4;11.5;0;2;8;13;4;11.0;0;10.8;1.4;1.74
99046;Married;Over 23 years old;1;17;Evening;1;1;22;27;10;10;No;No;No;1;Male;0;52;0;0;5;7;5;11.2;0;0;5;6;5;12.8;1;7.6;2.6;0.32
20452;Single;1st phase—general contingent;1;9;Daytime;1;1;13;14;10;4;Yes;No;No;0;Male;0;20;0;0;5;9;3;12.0;1;0;5;7;3;11.0;0;9.4;-0.8;-3.12
51647;Single;1st phase—general contingent;1;12;Daytime;1;1;23;27;6;11;Yes;No;No;1;Male;0;19;0;0;8;8;7;15.885714285714286;0;0;8;8;7;15.885714285714286;0;10.8;1.4;1.74
61100;Single;1st phase—general contingent;1;12;Daytime;1;1;1;28;10;10;No;No;Yes;0;Male;0;21;0;0;7;12;4;12.94;0;0;7;12;4;11.58;0;12.4;0.5;1.79
98103;Married;Over 23 years old;1;3;Evening;1;1;22;27;10;10;No;No;No;0;Male;0;35;0;0;6;6;6;14.0;0;0;6;6;6;14.166666666666666;0;9.4;-0.8;-3.12
52339;Married;Over 23 years old;1;2;Daytime;9;1;22;27;8;8;Yes;No;No;1;Male;0;36;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32
66352;Divorced;Over 23 years old;1;12;Daytime;12;1;22;28;6;6;No;No;Yes;0;Male;0;47;0;0;7;7;0;0.0;7;0;8;8;0;0.0;8;15.5;2.8;-4.06
56238;Single;3rd phase—general contingent;1;17;Evening;1;1;28;30;3;3;No;No;No;1;Male;0;22;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51
1200;Married;Over 23 years old;1;17;Evening;1;1;22;27;10;10;Yes;No;No;1;Male;0;41;0;0;5;8;4;11.25;0;0;5;8;3;11.0;1;7.6;2.6;0.32
48306;Single;Holders of other higher courses;1;7;Daytime;3;1;19;24;12;12;No;No;No;1;Male;0;26;0;0;5;5;0;0.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74
11167;Married;Over 23 years old;1;3;Evening;1;1;19;24;12;12;No;No;No;0;Female;0;51;0;0;6;13;4;11.25;0;0;6;12;0;0.0;1;10.8;1.4;1.74
98286;Married;Over 23 years old;2;17;Evening;1;1;22;27;10;10;No;No;No;1;Female;0;43;0;0;5;11;3;10.666666666666666;0;1;5;10;4;12.5;0;9.4;-0.8;-3.12
59634;Married;Over 23 years old;2;3;Evening;1;1;19;24;1;1;Yes;No;No;1;Female;0;41;0;0;6;9;5;11.8;0;1;6;10;3;10.666666666666666;1;7.6;2.6;0.32
24158;Single;Change in course;2;9;Daytime;1;1;19;27;10;10;Yes;No;No;1;Male;0;23;0;5;10;19;8;11.625;1;4;10;16;10;11.181818181818182;3;7.6;2.6;0.32
24711;Single;Change in course;2;10;Daytime;1;1;19;21;1;6;Yes;No;No;1;Male;0;22;0;0;6;11;0;0.0;0;0;5;10;0;0.0;0;9.4;-0.8;-3.12
84032;Single;2nd phase—general contingent;2;5;Daytime;1;1;22;27;10;10;Yes;Yes;No;1;Male;1;25;0;0;6;8;4;10.25;0;0;6;6;4;11.25;0;12.7;3.7;-1.7
63529;Single;Change in course;1;17;Evening;1;1;22;27;10;10;Yes;No;No;1;Male;0;25;0;14;15;16;15;10.8;0;13;14;14;14;11.357142857142858;0;9.4;-0.8;-3.12
27749;Single;Short cycle diploma holders;1;2;Daytime;16;1;1;14;10;10;Yes;No;No;0;Male;1;22;0;5;12;15;11;12.545454545454543;0;4;11;16;11;12.666666666666666;0;8.9;1.4;3.51
14129;Single;Over 23 years old;1;4;Daytime;1;3;1;1;30;29;No;No;No;1;Male;0;24;1;0;7;7;7;13.571428571428571;0;0;6;9;5;13.4;0;8.9;1.4;3.51
52399;Single;Over 23 years old;1;6;Daytime;2;1;23;28;10;11;No;No;No;1;Male;0;47;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;16.2;0.3;-0.92
60891;Married;Over 23 years old;1;17;Evening;12;1;22;27;6;6;Yes;No;No;1;Male;0;41;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32
99898;Single;Over 23 years old;1;4;Daytime;1;1;22;27;10;10;Yes;No;No;1;Male;0;43;0;0;6;9;6;14.77777777777778;0;0;6;11;5;12.2;0;13.9;-0.3;0.79
31378;Single;Over 23 years old;1;4;Daytime;1;1;1;27;10;9;No;No;No;1;Male;0;29;0;0;3;4;0;0.0;0;0;4;8;0;0.0;0;16.2;0.3;-0.92
12044;Single;Over 23 years old;2;7;Daytime;1;1;22;27;6;6;No;No;No;1;Male;0;30;0;0;2;2;0;0.0;0;0;2;2;0;0.0;0;7.6;2.6;0.32
13549;Single;Over 23 years old;2;9;Daytime;13;1;13;28;10;10;No;No;No;0;Male;0;26;0;0;4;4;0;0.0;0;0;5;0;0;0.0;0;12.7;3.7;-1.7
29350;Single;Over 23 years old;2;17;Evening;1;1;13;28;10;10;No;No;No;0;Male;0;27;0;0;5;10;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06
40913;Married;Over 23 years old;2;14;Daytime;1;1;22;27;10;10;No;No;No;1;Male;1;36;0;0;5;5;5;11.4;0;0;5;7;5;11.6;0;9.4;-0.8;-3.12
30555;Single;Over 23 years old;1;4;Daytime;12;1;1;14;5;11;No;No;No;1;Male;0;29;0;3;9;13;6;11.666666666666666;0;2;7;10;6;10.857142857142858;0;15.5;2.8;-4.06
58722;Single;Transfer;1;7;Daytime;1;1;19;24;1;1;Yes;No;No;1;Male;0;35;0;6;10;12;7;11.285714285714286;0;2;8;8;5;13.0;0;9.4;-0.8;-3.12
63022;Single;1st phase—general contingent;1;15;Daytime;1;1;23;28;7;4;No;No;No;1;Male;1;18;0;0;6;12;4;11.5;0;0;6;10;5;12.6;0;10.8;1.4;1.74
30195;Single;1st phase—general contingent;1;17;Evening;1;1;23;27;10;10;No;No;No;1;Male;1;24;0;0;5;5;5;16.0;0;0;5;5;5;16.0;0;8.9;1.4;3.51
85135;Single;1st phase—general contingent;3;15;Daytime;1;1;23;28;10;8;Yes;No;No;1;Male;1;18;0;0;6;6;6;12.5;0;0;6;7;6;12.666666666666666;0;10.8;1.4;1.74
1504;Single;2nd phase—general contingent;4;7;Daytime;1;1;23;27;6;8;Yes;No;No;1;Male;0;18;0;0;5;7;4;12.0;0;0;5;10;3;13.0;3;7.6;2.6;0.32
55024;Married;Change in course;1;6;Daytime;1;1;22;27;10;8;No;No;No;1;Male;0;21;0;0;5;11;0;0.0;2;0;5;11;3;11.666666666666666;1;9.4;-0.8;-3.12
53574;Single;Transfer;1;7;Daytime;1;1;23;27;6;9;Yes;No;No;1;Male;0;21;0;0;5;10;5;13.0;0;0;5;10;5;12.6;0;9.4;-0.8;-3.12
51567;Single;Over 23 years old;1;4;Daytime;1;1;1;3;3;7;No;No;No;1;Male;0;32;0;8;18;27;13;13.714285714285714;1;7;12;18;12;12.083333333333334;0;15.5;2.8;-4.06
87281;Single;1st phase—general contingent;4;7;Daytime;1;1;22;27;10;6;Yes;No;No;1;Male;1;22;0;0;5;9;3;12.333333333333334;0;0;6;14;3;12.5;0;11.1;0.6;2.02
32094;Single;Holders of other higher courses;1;4;Daytime;3;1;1;28;10;8;Yes;No;No;0;Male;0;32;0;11;17;31;11;12.727272727272728;4;10;12;24;10;12.7;1;15.5;2.8;-4.06
84483;Single;Change in course;1;14;Daytime;6;1;19;24;1;1;No;No;No;1;Male;0;35;0;1;5;5;1;14.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12
27783;Single;3rd phase—general contingent;3;9;Daytime;1;1;1;28;5;8;Yes;No;No;0;Male;0;23;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51
79635;Single;Over 23 years old;1;3;Evening;1;1;22;27;7;7;No;No;No;1;Male;0;39;0;0;6;8;5;11.4;0;1;6;12;3;11.0;1;7.6;2.6;0.32
95385;Married;Change in course;1;14;Daytime;1;1;19;24;1;1;No;No;No;1;Male;0;35;0;0;5;5;0;0.0;0;0;5;5;1;10.0;0;9.4;-0.8;-3.12
85562;Married;Over 23 years old;1;4;Daytime;3;1;3;14;5;7;No;No;No;1;Male;0;32;0;0;6;8;6;18.875;0;6;12;14;12;17.692307692307693;0;16.2;0.3;-0.92
85999;Single;1st phase—general contingent;1;16;Daytime;1;1;19;24;1;1;No;No;No;1;Male;0;20;0;0;6;12;0;0.0;0;0;6;12;0;0.0;0;7.6;2.6;0.32
68128;Single;Over 23 years old;1;12;Daytime;1;1;22;27;10;10;No;No;No;1;Male;0;34;0;0;7;15;6;11.333333333333334;0;0;7;16;4;12.6;0;16.2;0.3;-0.92
20203;Single;Holders of other higher courses;1;17;Evening;15;1;22;27;7;7;Yes;No;No;1;Male;0;44;0;3;7;9;7;13.5;0;0;5;6;5;16.2;0;8.9;1.4;3.51
58534;Married;Over 23 years old;1;11;Daytime;12;1;22;14;10;11;No;No;No;1;Male;0;53;0;7;11;12;2;15.0;7;4;9;10;3;10.0;4;16.2;0.3;-0.92
9037;Single;Over 23 years old;1;7;Daytime;12;1;22;27;10;5;No;No;Yes;0;Male;0;28;0;0;5;10;0;0.0;0;0;5;7;0;0.0;0;12.4;0.5;1.79
29467;Single;Holders of other higher courses;1;17;Evening;3;1;22;27;10;10;No;No;No;1;Male;0;31;0;9;9;9;9;14.22222222222222;0;5;5;5;5;12.8;0;12.7;3.7;-1.7
40850;Single;1st phase—general contingent;1;2;Daytime;1;1;1;28;6;10;No;No;Yes;0;Male;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12
93089;Single;Over 23 years old;1;4;Daytime;1;1;1;3;10;11;No;No;Yes;0;Male;0;44;0;2;7;14;4;12.0;2;0;6;16;0;0.0;1;15.5;2.8;-4.06
47442;Single;1st phase—general contingent;1;6;Daytime;1;1;1;1;10;10;Yes;No;No;1;Male;0;19;0;0;5;9;5;12.6;1;0;5;8;4;12.0;0;12.7;3.7;-1.7
93321;Single;International student (bachelor);1;2;Daytime;1;12;1;1;3;10;No;No;No;1;Male;0;21;1;6;12;12;12;15.083333333333334;0;4;11;15;11;13.083333333333334;0;8.9;1.4;3.51
67509;Single;3rd phase—general contingent;1;7;Daytime;1;1;3;14;4;6;No;No;No;1;Male;1;18;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12
99349;Single; Technological specialization diploma holders;1;4;Daytime;14;1;13;14;6;6;Yes;No;No;1;Male;0;20;0;0;6;8;6;14.5;0;0;6;10;6;15.3;0;16.2;0.3;-0.92
31063;Single;Over 23 years old;1;5;Daytime;1;1;22;27;8;8;No;No;No;1;Male;0;55;0;0;6;6;6;14.5;0;0;6;6;6;13.5;0;11.1;0.6;2.02
2309;Single;1st phase—general contingent;1;9;Daytime;1;1;13;27;5;9;No;No;No;1;Male;0;27;0;0;5;12;3;10.0;0;0;5;12;1;13.0;0;7.6;2.6;0.32
87195;Single;2nd phase—general contingent;2;7;Daytime;1;1;10;14;6;6;No;No;No;1;Male;0;19;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;12.4;0.5;1.79
96973;Single;1st phase—general contingent;1;9;Daytime;1;1;13;27;10;10;No;No;No;1;Male;0;18;0;0;5;5;5;11.6;0;0;5;5;5;13.2;0;12.4;0.5;1.79
84582;Married;Over 23 years old;1;15;Daytime;1;1;22;27;8;5;No;No;No;1;Male;0;43;0;0;6;10;4;11.75;0;0;6;7;0;0.0;0;15.5;2.8;-4.06
44940;Single;3rd phase—general contingent;3;11;Daytime;1;1;13;14;10;7;Yes;No;No;1;Male;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79
7704;Single;1st phase—general contingent;1;2;Daytime;1;1;3;3;3;3;Yes;No;No;1;Male;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12
15986;Single;2nd phase—general contingent;5;11;Daytime;1;1;22;28;10;10;Yes;No;Yes;1;Male;1;20;0;0;6;7;0;0.0;0;0;6;6;0;0.0;0;8.9;1.4;3.51
38244;Married;Over 23 years old;1;17;Evening;1;1;22;14;10;10;No;No;Yes;0;Male;0;29;0;0;5;7;4;11.25;0;0;5;8;4;11.8;0;10.8;1.4;1.74
96811;Single;Over 23 years old;1;8;Daytime;12;1;22;27;10;11;Yes;No;Yes;1;Male;0;44;0;0;6;9;5;11.571428571428571;0;0;6;11;0;0.0;0;13.9;-0.3;0.79
87573;Single;1st phase—general contingent;1;7;Daytime;1;1;22;27;10;10;Yes;No;No;1;Male;0;18;0;0;5;7;4;10.0;0;0;5;8;1;16.0;0;10.8;1.4;1.74
10236;Single; Technological specialization diploma holders;1;4;Daytime;14;1;22;27;10;2;No;No;No;1;Male;1;20;0;0;6;11;5;13.833333333333334;0;0;6;13;6;12.3;0;15.5;2.8;-4.06
30153;Single;Change in course;1;5;Daytime;1;1;23;27;9;8;Yes;No;No;1;Male;0;20;0;3;6;6;4;12.75;0;3;9;12;3;12.666666666666666;0;12.4;0.5;1.79
63247;Married;Over 23 years old;2;9;Daytime;1;1;22;27;10;10;Yes;No;No;1;Male;0;36;0;0;4;4;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74
55498;Single; Technological specialization diploma holders;1;8;Daytime;14;1;5;1;3;6;Yes;No;No;1;Male;0;19;0;1;6;13;5;11.6;0;1;6;12;2;11.0;0;13.9;-0.3;0.79
92474;Married;Over 23 years old;1;6;Daytime;12;1;22;27;12;12;No;No;No;0;Male;0;29;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7
44855;Single;1st phase—general contingent;1;14;Daytime;1;1;1;1;10;10;Yes;No;No;1;Male;0;18;0;0;6;6;4;11.25;0;0;6;10;3;10.333333333333334;0;10.8;1.4;1.74
52833;Single;Over 23 years old;1;4;Daytime;1;1;1;1;2;7;No;No;No;0;Male;0;24;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79
19504;Single;1st phase—general contingent;1;15;Daytime;1;1;3;14;3;6;No;No;No;1;Male;0;20;0;0;6;6;6;14.333333333333334;0;0;6;7;6;15.0;0;15.5;2.8;-4.06
42975;Married;Over 23 years old;1;3;Evening;12;1;13;27;10;10;No;No;Yes;0;Male;0;45;0;0;6;7;0;0.0;0;0;5;5;0;0.0;0;16.2;0.3;-0.92
35719;Single;Change in course;2;12;Daytime;1;1;23;27;5;5;Yes;No;No;1;Male;1;28;0;18;23;23;20;13.5;3;18;23;23;20;13.5;3;7.6;2.6;0.32
79367;Single;1st phase—general contingent;1;11;Daytime;1;1;13;28;10;10;Yes;No;No;1;Male;0;23;0;0;6;8;6;12.666666666666666;0;0;6;10;5;12.2;0;7.6;2.6;0.32
82464;Single;1st phase—general contingent;1;12;Daytime;1;1;1;14;5;8;Yes;No;No;1;Male;0;18;0;0;7;7;7;12.444285714285714;0;0;8;11;7;11.347142857142858;0;12.4;0.5;1.79
28838;Single;1st phase—general contingent;2;9;Daytime;1;1;13;14;10;5;Yes;No;No;1;Male;0;23;0;0;5;7;3;10.666666666666666;1;0;5;7;3;11.333333333333334;0;9.4;-0.8;-3.12
36932;Single;Change in course;1;2;Daytime;1;1;3;3;3;3;Yes;No;No;1;Male;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32
13782;Single;1st phase—general contingent;1;5;Daytime;1;1;13;14;6;6;No;No;No;1;Male;1;22;0;1;6;6;6;12.666666666666666;0;1;6;6;5;12.4;0;12.4;0.5;1.79
99783;Single;Over 23 years old;1;17;Evening;9;1;22;28;6;6;No;No;No;1;Male;0;33;0;0;5;5;5;13.2;0;0;5;6;5;14.833333333333334;0;10.8;1.4;1.74
17987;Single;Short cycle diploma holders;1;4;Daytime;16;1;1;28;10;7;No;No;No;1;Male;0;21;0;7;12;20;10;12.7;0;5;12;14;11;12.181818181818182;0;8.9;1.4;3.51
3765;Married;Over 23 years old;1;9;Daytime;1;1;22;27;10;6;No;No;No;1;Male;0;45;0;0;5;6;5;14.833333333333334;0;0;5;5;5;14.8;0;15.5;2.8;-4.06
38533;Married;Over 23 years old;1;4;Daytime;1;1;22;27;10;10;No;No;No;0;Male;0;44;0;4;10;10;4;11.5;0;1;7;8;1;12.0;0;15.5;2.8;-4.06
53533;Divorced;Over 23 years old;1;14;Daytime;1;1;13;14;12;13;No;No;No;1;Male;0;42;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7
17467;Single;3rd phase—general contingent;1;9;Daytime;1;1;13;1;10;8;Yes;No;No;1;Male;0;20;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;12.4;0.5;1.79
77445;Single;2nd phase—general contingent;6;9;Daytime;1;1;13;28;6;7;Yes;No;No;1;Male;0;20;0;0;5;7;3;12.666666666666666;1;0;5;12;2;12.5;0;9.4;-0.8;-3.12
